Date,House_Price_Index(S&P/Case-Shiller),Mortgage_Rate (30 yers),Personal_Income,Resident_Population,Unemployment_Rate,GDP,Crime_Rate,Percent_With_Mortgage_Debt,Median_Debt,Percent_With_Severely_Delinquent_Debt,New_Structures,Economic_Conditions_Index,CPI all items less shelter,0
12/1/2007,165.5287573,6.1,56670.0,4541.306,4.0,308488.947,1155.1816,42.00%,245729.0,1.70%,727,2.45,217.169,166.47853
1/1/2008,164.7536645,5.76,56800.0,4544.705,4.7,308922.577,1150.953775,42.03%,245148.0,1.83%,400,3.04,217.169,161.94458
2/1/2008,163.5316645,5.92,56694.0,4548.37,4.6,309197.3765,1146.72595,42.07%,244567.0,1.97%,359,2.11,220.097,159.82883
3/1/2008,162.2227416,5.97,56588.0,4552.034000000001,4.5,309472.17600000004,1142.498125,42.10%,243986.0,2.10%,843,2.02,220.097,159.2295
4/1/2008,160.95293669999998,5.92,56483.0,4555.6990000000005,4.2,309746.9755,1138.2703,42.20%,243994.0,2.17%,672,1.41,223.604,160.07875
5/1/2008,160.5768208,6.04,56377.0,4559.363,4.7,310021.775,1134.042475,42.30%,244002.0,2.23%,868,1.61,223.604,159.57578
6/1/2008,160.5469901,6.32,56271.0,4563.028,5.3,310296.5745,1129.81465,42.40%,244010.0,2.30%,1922,1.47,228.34799999999998,161.59569
7/1/2008,159.67370680000002,6.43,56165.0,4566.693,5.3,310571.374,1125.586825,42.40%,243622.6667,2.33%,565,0.85,228.34799999999998,157.69849
8/1/2008,159.491739,6.48,56059.0,4570.357,5.2,310846.1735,1121.359,42.40%,243235.3333,2.37%,435,1.3,226.929,157.95682
9/1/2008,158.22054169999998,6.04,55953.0,4574.022,5.5,311120.973,1117.131175,42.40%,242848.0,2.40%,604,1.48,226.929,153.29146
10/1/2008,157.4362645,6.2,55848.0,4577.686,5.2,311395.7725,1112.90335,42.30%,244101.3333,2.53%,384,1.45,229.166,157.39375
11/1/2008,154.8428599,6.09,55742.0,4581.351,5.6,311670.572,1108.675525,42.20%,245354.6667,2.67%,273,1.82,220.166,157.9952
12/1/2008,153.998487,5.29,55636.0,4585.015,5.9,311945.3715,1104.4477,42.10%,246608.0,2.80%,449,2.52,217.2,155.81673
1/1/2009,152.67683780000002,5.05,55530.0,4588.68,7.1,312220.17100000003,1095.073292,42.00%,246693.0,2.97%,237,2.68,217.2,153.6078
2/1/2009,151.9098172,5.13,55741.0,4586.819,7.1,313588.7879,1085.698883,41.90%,246778.0,3.13%,893,1.41,218.18599999999998,149.5817
3/1/2009,149.67234419999997,5.0,55952.0,4584.958,7.0,314957.4048,1076.324475,41.80%,246863.0,3.30%,355,1.56,218.18599999999998,150.36992
4/1/2009,148.790151,4.81,56163.0,4583.097,6.8,316326.0218,1066.950067,41.73%,246828.3333,3.43%,314,1.62,216.825,149.99571
5/1/2009,149.16381930000003,4.86,56374.0,4581.236,7.3,317694.6387,1057.575658,41.67%,246793.6667,3.57%,472,1.9,216.825,149.51645
6/1/2009,150.8411888,5.42,56585.0,4579.375,7.9,319063.2556,1048.20125,41.60%,246759.0,3.70%,396,1.6,217.72799999999998,150.50883
7/1/2009,151.3687909,5.22,56796.0,4577.514,8.0,320431.8725,1038.826842,41.47%,246164.3333,3.87%,365,0.91,217.72799999999998,150.65005
8/1/2009,152.3917514,5.19,57007.0,4575.653,7.8,321800.4894,1029.452433,41.33%,245569.6667,4.03%,526,0.52,222.043,151.08061
9/1/2009,152.8029851,5.06,57218.0,4573.792,8.2,323169.1063,1020.078025,41.20%,244975.0,4.20%,421,0.73,222.043,152.703
10/1/2009,153.1455052,4.95,57429.0,4571.931,7.7,324537.7233,1010.703617,41.13%,244747.0,4.30%,379,1.68,224.206,152.48476
11/1/2009,154.0803769,4.88,57640.0,4570.07,7.6,325906.3402,1001.329208,41.07%,244519.0,4.40%,333,1.67,224.206,153.98083
12/1/2009,154.8356554,4.93,57851.0,4568.209,7.7,327274.9571,991.9548,41.00%,244291.0,4.50%,669,1.65,225.24,154.8484
1/1/2010,154.97854730000003,5.03,58062.0,4566.348,8.6,328643.57399999996,984.5820332999999,41.10%,244009.6667,4.50%,326,2.69,225.24,155.3557
2/1/2010,154.7333456,4.99,58260.0,4569.968,8.3,329668.1721,977.2092667000002,41.20%,243728.3333,4.50%,469,1.43,226.454,155.92793
3/1/2010,155.61786180000001,4.97,58458.0,4573.588,8.0,330692.7702,969.8365,41.30%,243447.0,4.50%,371,0.47,226.454,156.87277
4/1/2010,156.039694,5.1,58656.0,4577.209,7.6,331717.3683,962.4637332999998,41.30%,243986.3333,4.40%,596,0.15,226.899,155.1015
5/1/2010,156.410598,4.89,58854.0,4580.829000000001,7.5,332741.9663,955.0909667000001,41.30%,244525.6667,4.30%,404,-0.81,226.899,156.33699
6/1/2010,155.7255481,4.74,59052.0,4584.4490000000005,7.8,333766.5644,947.7182,41.30%,245065.0,4.20%,1047,-0.75,224.549,157.00177
7/1/2010,155.2669114,4.56,59251.0,4588.069,7.7,334791.1625,940.3454332999999,41.10%,244652.6667,4.20%,696,-0.64,224.549,153.63927
8/1/2010,154.5054487,4.43,59449.0,4591.689,7.3,335815.7606,932.9726667000001,40.90%,244240.3333,4.20%,534,-1.06,225.08599999999998,152.10458
9/1/2010,153.38790319999998,4.35,59647.0,4595.309,7.4,336840.3587,925.5999,40.70%,243828.0,4.20%,485,-1.91,225.08599999999998,153.26973
10/1/2010,152.9994496,4.23,59845.0,4598.93,6.9,337864.9568,918.2271332999999,40.40%,243721.6667,4.13%,469,-3.04,227.815,153.83566
11/1/2010,153.0650575,4.3,60043.0,4602.55,7.0,338889.5548,910.8543667000001,40.10%,243615.3333,4.07%,635,-4.05,227.815,153.31778
12/1/2010,153.7041036,4.71,60241.0,4606.17,6.8,339914.1529,903.4816,39.80%,243509.0,4.00%,601,-4.83,230.005,150.70944
1/1/2011,154.2062295,4.76,60439.0,4609.79,7.5,340938.751,898.628475,40.00%,243777.3333,4.00%,276,-5.21,230.005,153.28609
2/1/2011,153.24099630000003,4.95,60611.0,4613.69,7.2,342265.0923,893.77535,40.20%,244045.6667,4.00%,260,-4.88,233.975,154.2968
3/1/2011,151.3800397,4.84,60783.0,4617.590999999999,6.8,343591.4335,888.922225,40.40%,244314.0,4.00%,362,-4.87,233.975,155.32936
4/1/2011,149.23734319999997,4.84,60955.0,4621.491,6.4,344917.7748,884.0691,40.47%,243911.0,3.97%,369,-3.97,236.458,152.45486
5/1/2011,151.17641369999998,4.64,61127.0,4625.391,6.4,346244.11600000004,879.215975,40.53%,243508.0,3.93%,696,-2.3,236.458,152.67426
6/1/2011,152.3283334,4.51,61299.0,4629.291,7.0,347570.4573,874.36285,40.60%,243105.0,3.90%,799,-2.17,235.06599999999997,152.19815
7/1/2011,152.1599004,4.55,61471.0,4633.192,6.8,348896.7985,869.509725,40.57%,242990.6667,3.87%,341,-1.71,235.06599999999997,151.3528
8/1/2011,151.7859743,4.27,61643.0,4637.092000000001,6.4,350223.1398,864.6566,40.53%,242876.3333,3.83%,422,-1.48,235.97,152.70322
9/1/2011,151.6087333,4.11,61815.0,4640.992,6.6,351549.481,859.803475,40.50%,242762.0,3.80%,377,-0.95,235.97,154.29547
10/1/2011,151.6091581,4.07,61987.0,4644.892,6.0,352875.8223,854.95035,40.27%,241844.6667,3.77%,678,-0.31,235.521,150.11977
11/1/2011,150.8114927,3.99,62159.0,4648.793,5.8,354202.1635,850.097225,40.03%,240927.3333,3.73%,679,0.0,235.521,148.56728
12/1/2011,149.83010280000002,3.96,62331.0,4652.693,5.9,355528.5048,845.2441,39.80%,240010.0,3.70%,747,0.37,236.768,149.573
1/1/2012,149.91761440000002,3.92,62503.0,4656.593,6.6,356854.846,844.3916,39.90%,239717.3333,3.67%,379,0.07,236.768,151.74055
2/1/2012,149.5965237,3.89,62496.0,4660.45,6.4,357618.5686,843.5391,40.00%,239424.6667,3.63%,993,0.68,237.988,150.90361
3/1/2012,149.6269484,3.95,62489.0,4664.307,6.1,358382.2912,842.6866,40.10%,239132.0,3.60%,471,2.21,237.988,151.93365
4/1/2012,148.9757206,3.91,62481.0,4668.164000000001,5.7,359146.0138,841.8341,40.07%,239136.6667,3.57%,932,3.6,236.606,149.75092
5/1/2012,150.6635034,3.8,62474.0,4672.021,5.8,359909.7363,840.9816,40.03%,239141.3333,3.53%,977,2.06,236.606,147.50592
6/1/2012,152.27623180000003,3.68,62467.0,4675.878,6.3,360673.4589,840.1291,40.00%,239146.0,3.50%,576,1.42,235.41099999999997,147.9415
7/1/2012,153.6454388,3.55,62460.0,4679.735,6.4,361437.1815,839.2766,39.80%,238793.3333,3.50%,542,0.98,235.41099999999997,149.18779
8/1/2012,154.6419124,3.6,62452.0,4683.592000000001,6.1,362200.9041,838.4241,39.60%,238440.6667,3.50%,970,1.13,239.595,153.60736
9/1/2012,154.62965490000002,3.5,62445.0,4687.4490000000005,6.1,362964.6267,837.5716,39.40%,238088.0,3.50%,543,1.24,239.595,155.48279
10/1/2012,154.2210706,3.38,62438.0,4691.306,5.8,363728.3493,836.7191,39.30%,237955.6667,3.50%,694,1.65,239.968,156.22151
11/1/2012,154.28037709999998,3.35,62431.0,4695.163,5.7,364492.0718,835.8666,39.20%,237823.3333,3.50%,716,1.56,239.968,156.4932
12/1/2012,155.2750207,3.35,62423.0,4699.02,5.9,365255.7944,835.0141,39.10%,237691.0,3.50%,942,1.61,240.42,158.10432
1/1/2013,155.9994377,3.41,62416.0,4702.877,6.8,366019.51700000005,830.6285082999999,39.00%,237185.0,3.47%,675,1.58,240.42,160.34146
2/1/2013,157.32580159999998,3.53,62659.0,4706.548,6.4,367223.5338,826.2429167,38.90%,236679.0,3.43%,600,2.3,241.31599999999997,160.62784
3/1/2013,159.10564119999998,3.57,62902.0,4710.219,6.2,368427.5507,821.857325,38.80%,236173.0,3.40%,752,2.73,241.31599999999997,162.34865
4/1/2013,160.6361635,3.45,63145.0,4713.891,5.9,369631.5675,817.4717333,38.70%,236547.0,3.33%,889,2.99,239.678,160.04767
5/1/2013,161.6417281,3.54,63387.0,4717.562,6.1,370835.5843,813.0861417,38.60%,236921.0,3.27%,778,2.41,239.678,160.72688
6/1/2013,162.5458216,4.07,63630.0,4721.233,6.6,372039.6012,808.70055,38.50%,237295.0,3.20%,1660,2.02,240.593,163.57884
7/1/2013,163.5689716,4.37,63873.0,4724.904,6.5,373243.61799999996,804.3149583,38.33%,237880.6667,3.13%,1578,2.23,240.593,164.42387
8/1/2013,164.81599619999997,4.46,64116.0,4728.575,6.1,374447.6348,799.9293667000001,38.17%,238466.3333,3.07%,856,1.75,241.09599999999998,165.63324
9/1/2013,166.5175868,4.49,64359.0,4732.246,6.1,375651.6517,795.543775,38.00%,239052.0,3.00%,973,1.65,241.09599999999998,167.15862
10/1/2013,167.6781685,4.19,64602.0,4735.918,5.8,376855.6685,791.1581833,38.10%,239476.3333,2.90%,801,1.44,241.294,165.89221
11/1/2013,169.47193190000002,4.26,64844.0,4739.589,5.4,378059.6853,786.7725917,38.20%,239900.6667,2.80%,730,2.22,241.294,164.30888
12/1/2013,170.3050565,4.46,65087.0,4743.26,5.3,379263.7022,782.387,38.30%,240325.0,2.70%,1340,2.67,242.405,164.99025
1/1/2014,170.2326904,4.43,65330.0,4746.931,6.0,380467.719,777.662125,38.37%,239831.6667,2.70%,959,3.22,242.405,168.75768
2/1/2014,170.47996940000002,4.3,65669.0,4749.548,5.8,382566.343,772.93725,38.43%,239338.3333,2.70%,841,2.67,243.645,171.30588
3/1/2014,171.45420769999998,4.34,66008.0,4752.166,5.6,384664.967,768.212375,38.50%,238845.0,2.70%,612,1.52,243.645,170.23369
4/1/2014,174.6668984,4.34,66347.0,4754.782999999999,5.0,386763.591,763.4875,38.40%,238542.6667,2.67%,776,0.39,243.15900000000002,168.27936
5/1/2014,174.74565769999998,4.19,66686.0,4757.401,5.2,388862.215,758.762625,38.30%,238240.3333,2.63%,974,1.48,243.15900000000002,171.64546
6/1/2014,174.0037525,4.16,67025.0,4760.018,5.5,390960.839,754.03775,38.20%,237938.0,2.60%,1046,1.55,243.16400000000002,174.40578
7/1/2014,173.1357003,4.13,67365.0,4762.6359999999995,5.6,393059.463,749.312875,38.20%,237694.3333,2.57%,1175,1.13,243.16400000000002,175.27455
8/1/2014,173.4728111,4.12,67704.0,4765.253,5.3,395158.08700000006,744.5880000000001,38.20%,237450.6667,2.53%,881,2.34,242.892,175.73183
9/1/2014,174.1578066,4.16,68043.0,4767.87,5.1,397256.711,739.863125,38.20%,237207.0,2.50%,899,2.5,242.892,176.27716
10/1/2014,175.0197343,4.04,68382.0,4770.488,4.6,399355.335,735.13825,38.10%,237609.0,2.50%,916,1.72,243.442,178.09338
11/1/2014,175.97738059999998,4.0,68721.0,4773.105,4.5,401453.959,730.413375,38.00%,238011.0,2.50%,1275,1.45,243.442,179.79294
12/1/2014,176.6449524,3.86,69060.0,4775.723,4.3,403552.583,725.6885,37.90%,238413.0,2.50%,795,4.02,240.982,179.638
1/1/2015,178.25434140000002,3.67,69399.0,4778.34,5.1,405651.20700000005,724.1139167,37.87%,238548.6667,2.47%,1465,3.55,240.982,181.63414
2/1/2015,178.8289855,3.71,69599.0,4780.9,4.8,406851.8648,722.5393333,37.83%,238684.3333,2.43%,570,3.17,242.916,186.0082
3/1/2015,178.7166005,3.77,69798.0,4783.46,4.5,408052.5227,720.96475,37.80%,238820.0,2.40%,1059,2.83,242.916,183.99826
4/1/2015,177.19202190000001,3.67,69998.0,4786.02,4.1,409253.1805,719.3901667,37.67%,238344.6667,2.30%,935,2.56,241.72799999999998,182.20824
5/1/2015,178.35937090000002,3.84,70197.0,4788.58,4.5,410453.8383,717.8155833,37.53%,237869.3333,2.20%,2127,1.9,241.72799999999998,182.36896
6/1/2015,179.7209878,3.98,70397.0,4791.14,4.7,411654.4962,716.2410000000001,37.40%,237394.0,2.10%,1556,2.12,240.764,181.5089
7/1/2015,180.9175209,4.05,70597.0,4793.701,4.6,412855.154,714.6664167,37.43%,237663.3333,2.10%,943,2.7,240.764,182.61244
8/1/2015,181.792075,3.91,70796.0,4796.2609999999995,4.2,414055.8118,713.0918333,37.47%,237932.6667,2.10%,977,2.78,239.422,180.05435
9/1/2015,182.4371428,3.89,70996.0,4798.821,4.2,415256.4697,711.51725,37.50%,238202.0,2.10%,1830,2.79,239.422,179.78299
10/1/2015,183.6451474,3.8,71195.0,4801.380999999999,3.8,416457.1275,709.9426667,37.40%,238789.6667,2.07%,1128,3.19,242.298,185.97394
11/1/2015,183.8778186,3.94,71395.0,4803.941,3.7,417657.7853,708.3680833,37.30%,239377.3333,2.03%,1259,3.06,242.298,185.33237
12/1/2015,184.4544382,3.96,71594.0,4806.501,3.6,418858.4432,706.7935,37.20%,239965.0,2.00%,1294,2.0,240.993,182.27348
1/1/2016,184.5680166,3.87,71794.0,4809.061,4.2,420059.101,706.8437083,37.30%,240204.6667,1.97%,595,1.62,240.993,184.38655
2/1/2016,185.2791654,3.66,72062.0,4811.787,4.0,421537.1038,706.8939167000001,37.40%,240444.3333,1.93%,681,1.65,241.542,184.33363
3/1/2016,186.2320621,3.69,72330.0,4814.513,3.8,423015.1067,706.944125,37.50%,240684.0,1.90%,894,2.94,241.542,182.8492
4/1/2016,186.9338185,3.61,72599.0,4817.2390000000005,3.4,424493.1095,706.9943333,37.33%,240218.0,1.77%,962,3.92,242.782,185.35168
5/1/2016,188.1574125,3.6,72867.0,4819.965,3.4,425971.1123,707.0445417000001,37.17%,239752.0,1.63%,746,3.55,242.782,185.90092
6/1/2016,188.17468069999998,3.57,73135.0,4822.691,3.7,427449.1152,707.09475,37.00%,239286.0,1.50%,1039,3.03,241.986,184.25848
7/1/2016,188.689007,3.44,73403.0,4825.417,3.7,428927.11799999996,707.1449583,36.90%,239197.0,1.50%,1128,2.89,241.986,186.12312
8/1/2016,189.5364983,3.44,73671.0,4828.142,3.4,430405.1208,707.1951667000001,36.80%,239108.0,1.50%,757,2.62,243.68200000000002,191.50395
9/1/2016,190.4691781,3.46,73939.0,4830.8679999999995,3.4,431883.1237,707.245375,36.70%,239019.0,1.50%,1851,2.83,243.68200000000002,190.5165
10/1/2016,191.90392219999998,3.47,74208.0,4833.594,3.1,433361.1265,707.2955833,36.63%,239256.3333,1.47%,915,2.81,243.575,192.82619
11/1/2016,193.76605990000002,3.77,74476.0,4836.32,3.0,434839.1293,707.3457917000001,36.57%,239493.6667,1.43%,1036,2.7,243.575,191.59238
12/1/2016,195.7588906,4.2,74744.0,4839.045999999999,3.0,436317.1322,707.3960000000001,36.50%,239731.0,1.40%,899,2.5,247.19,197.87512
1/1/2017,197.37107849999998,4.15,75012.0,4841.772,3.8,437795.135,704.2131582999999,36.63%,240081.3333,1.40%,702,1.7,247.19,198.61757
2/1/2017,199.03044409999998,4.17,75338.0,4843.252,3.8,440014.376,701.0303167000001,36.77%,240431.6667,1.40%,695,1.65,247.615,198.47844
3/1/2017,199.8651391,4.2,75664.0,4844.733,3.5,442233.617,697.847475,36.90%,240782.0,1.40%,1659,2.57,247.615,195.33055
4/1/2017,199.0460783,4.05,75990.0,4846.213,3.2,444452.85799999995,694.6646333,36.90%,240929.0,1.37%,717,3.28,248.025,199.45662
5/1/2017,199.4016301,4.01,76316.0,4847.693,3.4,446672.099,691.4817917,36.90%,241076.0,1.33%,1662,3.3,248.025,197.3958
6/1/2017,199.9876785,3.9,76642.0,4849.174,3.7,448891.34,688.29895,36.90%,241223.0,1.30%,1173,3.01,247.032,197.62721
7/1/2017,201.8256065,3.97,76968.0,4850.654,3.7,451110.581,685.1161083,36.73%,241480.0,1.27%,1875,2.95,247.032,197.30762
8/1/2017,202.9158179,3.88,77293.0,4852.134,3.5,453329.82200000004,681.9332667,36.57%,241737.0,1.23%,1032,2.6,250.226,206.79614
9/1/2017,204.3983587,3.81,77619.0,4853.615,3.3,455549.06299999997,678.750425,36.40%,241994.0,1.20%,1245,2.5,250.226,207.8611
10/1/2017,205.1846413,3.9,77945.0,4855.095,3.0,457768.304,675.5675832999999,36.27%,242478.3333,1.17%,1227,3.15,250.37400000000002,209.09883
11/1/2017,205.6613395,3.92,78271.0,4856.575,2.9,459987.545,672.3847417000001,36.13%,242962.6667,1.13%,989,2.47,250.37400000000002,210.00696
12/1/2017,206.3985371,3.95,78597.0,4858.056,2.9,462206.786,669.2019,36.00%,243447.0,1.10%,2129,2.42,252.93200000000002,212.67638
1/1/2018,207.8674481,4.03,78923.0,4859.536,3.6,464426.027,669.2019,36.20%,243195.0,1.10%,1410,2.53,252.93200000000002,214.67184
2018/2/1,210.6361701,4.33,79137.58333,4860.659583,3.5,466108.9036,665.306,36.40%,242943.0,1.10%,714,2.05,254.99200000000002,218.92397
2018/3/1,210.81500580000002,4.44,79352.16667,4861.7831670000005,3.3,467791.7802,661.4101,36.60%,242691.0,1.10%,1174,2.4,254.99200000000002,216.2511
2018/4/1,212.1304534,4.47,79566.75,4862.90675,2.9,469474.6568,657.5142,36.23%,242388.3333,1.07%,606,1.76,253.77,218.77328
2018/5/1,213.02119480000005,4.59,79781.33333,4864.030333,3.0,471157.5333,653.6183,35.87%,242085.6667,1.03%,2142,1.0,253.77,218.23909
2018/6/1,213.6549259,4.57,79995.91667,4865.153917000001,3.4,472840.4099,649.7224,35.50%,241783.0,1.00%,1463,1.73,253.854,226.1926
2018/7/1,213.7133485,4.53,80210.5,4866.2775,3.4,474523.2865,645.8265,35.73%,242024.0,0.97%,952,2.43,253.854,226.09892
2018/8/1,214.15712680000001,4.55,80425.08333,4867.401083,3.0,476206.1631,641.9306,35.97%,242265.0,0.93%,622,2.25,256.436,228.60234
2018/9/1,214.7979096,4.63,80639.66667,4868.524667000001,2.9,477889.0397,638.0347,36.20%,242506.0,0.90%,721,1.89,256.436,225.51372
2018/10/1,215.8871278,4.83,80854.25,4869.64825,2.6,479571.9163,634.1388,36.17%,243056.6667,0.90%,1136,1.74,256.108,223.26369
2018/11/1,216.95796099999998,4.87,81068.83333,4870.771833,2.5,481254.7928,630.2429,36.13%,243607.3333,0.90%,919,2.39,256.108,224.83871
2018/12/1,216.94878509999998,4.64,81283.41667,4871.895417,2.5,482937.6694,626.347,36.10%,244158.0,0.90%,1184,2.63,255.72400000000002,225.12335
